title,release_date,budget,revenue,roi,year,lista_generos
Beautiful Creatures,2013-02-13,60000000,60052138,1.0008689666666666,2013,"['Fantasy', 'Drama', 'Romance']"
Death to Smoochy,2002-03-28,55000000,0,0.0,2002,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Zoolander 2,2016-02-06,50000000,55969000,1.11938,2016,['Comedy']
The Big Bounce,2004-01-30,50000000,6808550,0.136171,2004,"['Comedy', 'Crime']"
What Planet Are You From?,2000-03-03,60000000,0,0.0,2000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']"
Drive Angry,2011-02-24,50000000,28931401,0.57862802,2011,"['Fantasy', 'Thriller', 'Action', 'Crime']"
Street Fighter: The Legend of Chun-Li,2009-02-27,50000000,12764201,0.25528402,2009,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
The One,2001-11-02,49000000,72700000,1.4836734693877551,2001,"['Action', 'Science Fiction', 'Thriller']"
The Adventures of Ford Fairlane,1990-07-11,49000000,20423389,0.41680385714285717,1990,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']"
The Boat That Rocked,2009-04-01,50000000,36348784,0.72697568,2009,"['Drama', 'Comedy']"
Traffic,2000-12-27,48000000,207515725,4.323244270833333,2000,"['Thriller', 'Drama', 'Crime']"
Indiana Jones and the Last Crusade,1989-05-24,48000000,474171806,9.878579291666666,1989,"['Adventure', 'Action']"
Anna Karenina,2012-09-06,0,68929150,0.0,2012,"['Drama', 'Romance']"
Chappie,2015-03-04,49000000,104399548,2.1306030204081634,2015,"['Crime', 'Action', 'Science Fiction']"
The Bone Collector,1999-11-04,73000000,151493655,2.0752555479452055,1999,"['Drama', 'Mystery', 'Thriller', 'Crime']"
Panic Room,2002-03-29,48000000,196397415,4.0916128125,2002,"['Crime', 'Drama', 'Thriller']"
The Tooth Fairy,2006-08-08,0,0,0.0,2006,['Horror']
Three Kings,1999-09-27,75000000,108000000,1.44,1999,"['Action', 'Adventure', 'Comedy']"
Child 44,2015-03-15,50000000,3324330,0.0664866,2015,"['Crime', 'Thriller']"
Rat Race,2001-07-30,48000000,85498534,1.7812194583333334,2001,"['Adventure', 'Comedy']"
K-PAX,2001-10-22,48000000,50315140,1.0482320833333334,2001,"['Drama', 'Science Fiction']"
Kate & Leopold,2001-12-25,0,0,0.0,2001,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']"
Bedazzled,2000-10-19,48000000,90383208,1.8829835,2000,"['Fantasy', 'Comedy', 'Romance']"
The Cotton Club,1984-12-14,58000000,25928721,0.44704691379310346,1984,"['Music', 'Drama', 'Crime', 'Romance']"
3:10 to Yuma,2007-09-06,55000000,70016220,1.2730221818181817,2007,['Western']
Taken 3,2014-12-16,48000000,325771424,6.786904666666667,2014,"['Thriller', 'Action']"
Out of Sight,1998-06-26,48000000,77745568,1.6196993333333334,1998,"['Romance', 'Comedy', 'Crime']"
The Cable Guy,1996-06-10,47000000,102825796,2.187782893617021,1996,"['Comedy', 'Drama', 'Thriller']"
Earth,1998-09-16,0,528972,0.0,1998,['Drama']
Dick Tracy,1990-06-15,47000000,103738726,2.2072069361702127,1990,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
The Thomas Crown Affair,1999-08-06,48000000,124305181,2.5896912708333333,1999,"['Drama', 'Crime', 'Romance']"
Riding in Cars with Boys,2001-10-19,48000000,35743308,0.74465225,2001,"['Comedy', 'Drama', 'Romance']"
First Blood,1982-10-22,15000000,125212904,8.347526933333333,1982,"['Action', 'Adventure', 'Thriller', 'War']"
Solaris,1972-03-20,0,0,0.0,1972,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']"
Happily N'Ever After,2006-09-14,47000000,38085778,0.8103357021276596,2006,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
Mary Reilly,1996-02-23,47000000,12379402,0.2633915319148936,1996,"['Drama', 'Horror', 'Thriller', 'Romance']"
My Best Friend's Wedding,1997-06-19,38000000,299288605,7.876015921052631,1997,"['Comedy', 'Romance']"
America's Sweethearts,2001-07-17,0,0,0.0,2001,"['Comedy', 'Romance']"
Insomnia,2002-05-24,46000000,113714830,2.4720615217391306,2002,"['Crime', 'Mystery', 'Thriller']"
Star Trek: First Contact,1996-11-21,46000000,150000000,3.260869565217391,1996,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Jonah Hex,2010-06-18,47000000,10539000,0.2242340425531915,2010,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']"
Courage Under Fire,1996-07-04,46000000,100860818,2.1926264782608698,1996,"['Drama', 'Thriller', 'Mystery', 'War']"
Liar Liar,1997-03-21,45000000,181000000,4.022222222222222,1997,['Comedy']
The Infiltrator,2016-07-13,25000000,15436808,0.61747232,2016,"['Crime', 'Drama', 'Thriller']"
Inchon,1981-05-04,46000000,5200000,0.11304347826086956,1981,"['Drama', 'History', 'War']"
The Flintstones,1994-05-26,46000000,341631208,7.426765391304348,1994,"['Fantasy', 'Comedy', 'Family']"
Taken 2,2012-09-27,45000000,376141306,8.358695688888888,2012,"['Action', 'Crime', 'Thriller']"
Scary Movie 3,2003-10-24,48000000,220673217,4.5973586875,2003,['Comedy']
Miss Congeniality,2000-12-14,45000000,212000000,4.711111111111111,2000,"['Comedy', 'Crime', 'Action']"
Journey to the Center of the Earth,2008-07-10,45000000,101702060,2.2600457777777776,2008,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']"
The Princess Diaries 2: Royal Engagement,2004-08-06,40000000,95149435,2.378735875,2004,"['Comedy', 'Drama', 'Family', 'Romance']"
The Pelican Brief,1993-12-16,45000000,195268056,4.339290133333333,1993,"['Drama', 'Mystery', 'Thriller', 'Crime']"
The Client,1994-07-20,45000000,117615211,2.6136713555555557,1994,"['Drama', 'Thriller', 'Crime', 'Mystery']"
The Bucket List,2007-12-25,45000000,175372502,3.8971667111111112,2007,"['Drama', 'Comedy']"
Patriot Games,1992-06-04,45000000,178051587,3.9567019333333335,1992,"['Drama', 'Action', 'Thriller', 'Crime']"
Monster-in-Law,2005-05-13,43000000,154749918,3.5988353023255812,2005,"['Romance', 'Comedy']"
Prisoners,2013-09-18,46000000,122126687,2.6549279782608695,2013,"['Drama', 'Thriller', 'Crime']"
Training Day,2001-10-05,45000000,104876233,2.3305829555555557,2001,"['Action', 'Crime', 'Drama', 'Thriller']"
Galaxy Quest,1999-12-23,45000000,90683916,2.0151981333333335,1999,"['Comedy', 'Family', 'Science Fiction']"
Scary Movie 2,2001-07-04,45000000,141220678,3.138237288888889,2001,['Comedy']
The Muppets,2011-11-22,45000000,165184237,3.6707608222222223,2011,"['Comedy', 'Family', 'Music']"
Blade,1998-08-21,45000000,131183530,2.9151895555555556,1998,"['Horror', 'Action']"
Coach Carter,2005-01-14,30000000,76669806,2.5556602,2005,['Drama']
Changing Lanes,2002-04-07,45000000,94935764,2.1096836444444445,2002,"['Action', 'Adventure', 'Crime', 'Thriller']"
Anaconda,1997-04-11,45000000,136885767,3.041905933333333,1997,"['Adventure', 'Horror', 'Thriller']"
Coyote Ugly,2000-07-30,45000000,113916474,2.5314772,2000,['Comedy']
Love Actually,2003-09-07,40000000,244931766,6.12329415,2003,"['Comedy', 'Romance', 'Drama']"
A Bug's Life,1998-11-25,120000000,363258859,3.0271571583333334,1998,"['Adventure', 'Animation', 'Comedy', 'Family']"
From Hell,2001-10-19,35000000,74558115,2.1302318571428573,2001,"['Horror', 'Mystery', 'Thriller']"
The Specialist,1994-10-07,45000000,170362582,3.7858351555555556,1994,"['Action', 'Thriller']"
Tin Cup,1996-08-16,45000000,53854588,1.1967686222222222,1996,"['Comedy', 'Drama', 'Romance']"
"Yours, Mine and Ours",1968-04-24,0,0,0.0,1968,"['Comedy', 'Drama', 'Family']"
Kicking & Screaming,2005-05-13,45000000,56070433,1.2460096222222221,2005,"['Romance', 'Comedy', 'Family']"
The Hitchhiker's Guide to the Galaxy,2005-01-15,50000000,104478416,2.08956832,2005,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Fat Albert,2004-12-12,0,0,0.0,2004,"['Comedy', 'Drama', 'Family']"
Resident Evil: Extinction,2007-09-20,45000000,148412065,3.298045888888889,2007,"['Horror', 'Action', 'Science Fiction']"
Blended,2014-05-21,40000000,123494610,3.08736525,2014,['Comedy']
Last Holiday,2006-01-13,45000000,38399961,0.8533324666666666,2006,"['Adventure', 'Comedy', 'Drama']"
The River Wild,1994-09-30,45000000,0,0.0,1994,"['Action', 'Adventure', 'Crime', 'Thriller']"
The Indian in the Cupboard,1995-07-14,45000000,0,0.0,1995,"['Adventure', 'Family', 'Fantasy']"
Savages,2012-07-06,45000000,82966152,1.8436922666666666,2012,"['Crime', 'Drama', 'Thriller']"
Cellular,2004-09-06,25000000,56422687,2.25690748,2004,"['Action', 'Adventure', 'Crime', 'Thriller']"
Johnny English,2003-04-06,40000000,160583018,4.01457545,2003,"['Adventure', 'Action', 'Comedy']"
The Ant Bully,2006-07-27,50000000,55181129,1.10362258,2006,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
Dune,1984-12-14,40000000,30925690,0.77314225,1984,"['Action', 'Science Fiction', 'Adventure']"
Across the Universe,2007-09-14,0,0,0.0,2007,"['Adventure', 'Drama', 'Music', 'Romance']"
Revolutionary Road,2008-12-19,35000000,75225693,2.1493055142857145,2008,"['Drama', 'Romance']"
16 Blocks,2006-03-01,55000000,65664721,1.1939040181818181,2006,"['Action', 'Adventure', 'Crime', 'Thriller']"
Babylon A.D.,2008-08-20,70000000,72108608,1.0301229714285713,2008,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
The Glimmer Man,1996-10-04,45000000,0,0.0,1996,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Multiplicity,1996-07-19,45000000,0,0.0,1996,"['Comedy', 'Fantasy', 'Science Fiction']"
Aliens in the Attic,2009-07-31,45000000,57881056,1.286245688888889,2009,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
The Pledge,2001-01-09,35000000,29400000,0.84,2001,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Producers,2005-12-25,45000000,38058335,0.8457407777777778,2005,"['Comedy', 'Music']"
The Phantom,1996-06-06,45000000,17300889,0.3844642,1996,"['Adventure', 'Action']"
All the Pretty Horses,2000-12-11,57000000,0,0.0,2000,"['Drama', 'Romance', 'Western']"
Nixon,1995-12-22,44000000,13681765,0.31094920454545455,1995,"['History', 'Drama']"
The Ghost Writer,2010-02-12,45000000,60222298,1.3382732888888889,2010,"['Thriller', 'Mystery']"
Deep Rising,1998-01-30,45000000,11203026,0.24895613333333333,1998,"['Adventure', 'Action', 'Horror', 'Science Fiction']"
Miracle at St. Anna,2008-09-15,45000000,9323833,0.20719628888888889,2008,"['Drama', 'War']"
Curse of the Golden Flower,2006-12-21,110,0,0.0,2006,"['Action', 'Drama', 'Fantasy']"
Bangkok Dangerous,2008-08-21,45000000,42487390,0.9441642222222222,2008,"['Action', 'Crime', 'Thriller']"
Big Trouble,2002-04-05,40000000,8493890,0.21234725,2002,"['Action', 'Comedy', 'Thriller']"
Love in the Time of Cholera,2007-10-04,45000000,4607608,0.10239128888888889,2007,"['Drama', 'Romance']"
Shadow Conspiracy,1997-01-31,45000000,2154540,0.04787866666666667,1997,"['Action', 'Thriller']"
Johnny English Reborn,2011-09-15,45000000,160078586,3.5573019111111113,2011,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']"
Foodfight!,2012-06-15,65000000,73706,0.0011339384615384614,2012,"['Animation', 'Action', 'Comedy', 'Family']"
Argo,2012-10-11,44500000,232324128,5.220766921348314,2012,"['Drama', 'Thriller']"
The Fugitive,1993-08-06,44000000,368875760,8.38354,1993,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']"
The Bounty Hunter,2010-03-16,40000000,136000000,3.4,2010,['Action']
Sleepers,1996-10-18,44000000,165615285,3.76398375,1996,"['Crime', 'Drama', 'Thriller']"
Rambo: First Blood Part II,1985-05-21,44000000,300400432,6.827282545454546,1985,"['Action', 'Adventure', 'Thriller', 'War']"
The Juror,1996-02-02,44000000,0,0.0,1996,"['Drama', 'Thriller']"
Pinocchio,1940-02-23,2600000,84300000,32.42307692307692,1940,"['Animation', 'Family']"
Heaven's Gate,1980-11-19,44000000,3484331,0.07918934090909091,1980,"['Action', 'Drama', 'History', 'Western']"
Underworld: Evolution,2006-01-12,50000000,111340801,2.22681602,2006,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']"
Victor Frankenstein,2015-11-10,40000000,34227298,0.85568245,2015,"['Drama', 'Science Fiction', 'Thriller']"
Finding Forrester,2000-12-21,43000000,80049764,1.861622418604651,2000,['Drama']
28 Days,2000-04-06,43000000,0,0.0,2000,"['Comedy', 'Drama']"
Unleashed,2005-02-02,45000000,50871113,1.1304691777777778,2005,"['Action', 'Crime']"
The Sweetest Thing,2002-04-12,43000000,68696770,1.5975993023255814,2002,"['Romance', 'Comedy']"
The Firm,1993-06-30,42000000,270248367,6.434484928571429,1993,"['Drama', 'Mystery', 'Thriller']"
Charlie St. Cloud,2010-05-01,44000000,48190704,1.0952432727272727,2010,['Drama']
The Mechanic,2011-01-13,40000000,51070807,1.276770175,2011,"['Action', 'Thriller', 'Crime']"
21 Jump Street,2012-03-12,42000000,201585328,4.7996506666666665,2012,"['Action', 'Comedy', 'Crime']"
Notting Hill,1999-05-13,42000000,363889678,8.664039952380952,1999,"['Romance', 'Comedy', 'Drama']"
Chicken Run,2000-06-21,45000000,224834564,4.996323644444445,2000,"['Animation', 'Comedy', 'Family']"
Along Came Polly,2004-01-16,42000000,171963386,4.094366333333333,2004,"['Comedy', 'Romance']"
Boomerang,1992-06-30,40000000,70100000,1.7525,1992,"['Comedy', 'Romance']"
The Heat,2013-06-27,43000000,158674180,3.6900972093023254,2013,"['Action', 'Comedy', 'Crime']"
Cleopatra,1963-06-12,31115000,71000000,2.2818576249397395,1963,"['Drama', 'History', 'Romance']"
Here Comes the Boom,2012-10-11,0,73100172,0.0,2012,['Comedy']
High Crimes,2002-04-03,42000000,63781810,1.5186145238095239,2002,"['Drama', 'Mystery', 'Thriller', 'Crime']"
The Mirror Has Two Faces,1996-11-15,42000000,0,0.0,1996,"['Comedy', 'Drama', 'Romance']"
The Mothman Prophecies,2002-01-25,32000000,55157539,1.72367309375,2002,"['Drama', 'Horror', 'Mystery']"
Brüno,2009-07-08,42000000,0,0.0,2009,['Comedy']
Licence to Kill,1989-07-07,32000000,156167015,4.88021921875,1989,"['Adventure', 'Action', 'Thriller']"
Red Riding Hood,2011-03-11,42000000,89162162,2.122908619047619,2011,"['Fantasy', 'Thriller', 'Horror']"
15 Minutes,2001-03-01,60000000,56359980,0.939333,2001,"['Action', 'Crime', 'Thriller']"
Super Mario Bros.,1993-05-28,48000000,20915465,0.4357388541666667,1993,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Lord of War,2005-09-16,42000000,24127895,0.5744736904761905,2005,"['Crime', 'Drama', 'Thriller']"
Hero,2002-12-19,31000000,177394432,5.722401032258064,2002,"['Drama', 'Adventure', 'Action', 'History']"
One for the Money,2012-01-26,40000000,36893721,0.922343025,2012,"['Action', 'Comedy', 'Crime']"
The Interview,2014-12-25,44000000,12342632,0.2805143636363636,2014,"['Action', 'Comedy']"
The Warrior's Way,2010-12-02,42000000,11087569,0.26398973809523807,2010,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']"
Micmacs,2009-10-28,33000000,14000000,0.42424242424242425,2009,"['Action', 'Comedy', 'Crime']"
8 Mile,2002-11-08,41000000,215000000,5.2439024390243905,2002,['Drama']
Why I Did (Not) Eat My Father,2015-04-08,0,0,0.0,2015,"['Adventure', 'Comedy', 'Animation']"
A Knight's Tale,2001-05-11,65000000,117487473,1.8074995846153845,2001,"['Adventure', 'Drama', 'Romance', 'Action']"
The Medallion,2003-08-15,41000000,0,0.0,2003,"['Thriller', 'Fantasy', 'Action', 'Comedy']"
The Sixth Sense,1999-08-06,40000000,672806292,16.8201573,1999,"['Mystery', 'Thriller', 'Drama']"
Man on a Ledge,2012-01-13,42000000,46221189,1.1005045,2012,"['Action', 'Thriller', 'Crime']"
The Big Year,2011-10-13,41000000,7448385,0.1816679268292683,2011,['Comedy']
The Karate Kid,1984-06-22,8000000,90815558,11.35194475,1984,['Drama']
American Hustle,2013-12-12,40000000,251171807,6.279295175,2013,"['Drama', 'Crime']"
The Proposal,2009-06-01,40000000,317375031,7.934375775,2009,"['Comedy', 'Romance', 'Drama']"
Double Jeopardy,1999-09-24,70000000,177841558,2.5405936857142857,1999,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Back to the Future Part II,1989-11-20,40000000,332000000,8.3,1989,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Lucy,2014-07-14,40000000,126546825,3.163670625,2014,"['Action', 'Science Fiction']"
Fifty Shades of Grey,2015-02-11,40000000,571006128,14.2751532,2015,"['Drama', 'Romance', 'Thriller']"
Spy Kids 3-D: Game Over,2003-07-25,38000000,197011982,5.184525842105264,2003,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
A Time to Kill,1996-07-24,40000000,152266007,3.806650175,1996,"['Crime', 'Drama', 'Thriller']"
Cheaper by the Dozen,2003-12-24,40000000,190212113,4.755302825,2003,['Comedy']
Lone Survivor,2013-12-24,40000000,149295601,3.732390025,2013,"['Action', 'Drama', 'Thriller', 'War']"
A League of Their Own,1992-07-01,40000000,107458785,2.686469625,1992,['Comedy']
The Conjuring 2,2016-05-13,40000000,320170008,8.0042502,2016,['Horror']
The Social Network,2010-09-30,40000000,224920315,5.623007875,2010,['Drama']
He's Just Not That Into You,2009-02-06,40000000,177259441,4.431486025,2009,"['Comedy', 'Romance', 'Drama']"
Scary Movie 4,2006-04-13,45000000,178262620,3.9613915555555557,2006,['Comedy']
Scream 3,2000-02-03,40000000,161834276,4.0458569,2000,"['Horror', 'Mystery']"
Back to the Future Part III,1990-05-25,40000000,244527583,6.113189575,1990,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Get Hard,2015-03-26,40000000,111811453,2.795286325,2015,['Comedy']
Dracula,1992-11-13,40000000,215862692,5.3965673,1992,"['Romance', 'Horror']"
Julie & Julia,2009-08-06,40000000,129540499,3.238512475,2009,"['Romance', 'Drama']"
42,2013-04-12,40000000,95020213,2.375505325,2013,['Drama']
The Talented Mr. Ripley,1999-12-25,40000000,128798265,3.219956625,1999,"['Thriller', 'Crime', 'Drama']"
Dumb and Dumber To,2014-11-12,40000000,169837010,4.24592525,2014,['Comedy']
Eight Below,2006-02-17,40000000,120455994,3.01139985,2006,"['Adventure', 'Drama', 'Family']"
The Intern,2015-09-24,35000000,194564672,5.558990628571428,2015,['Comedy']
Ride Along 2,2016-01-14,40000000,124827316,3.1206829,2016,"['Action', 'Comedy']"
The Last of the Mohicans,1992-09-25,40000000,75505856,1.8876464,1992,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
Ray,2004-10-29,40000000,124731534,3.11828835,2004,"['Drama', 'Music']"
Sin City,2005-04-01,40000000,158733820,3.9683455,2005,"['Action', 'Thriller', 'Crime']"
Vantage Point,2008-02-01,40000000,151161491,3.779037275,2008,"['Drama', 'Action', 'Thriller', 'Crime']"
"I Love You, Man",2009-03-20,41000000,91636986,2.23504843902439,2009,['Comedy']
Shallow Hal,2001-11-01,40000000,141069860,3.5267465,2001,"['Comedy', 'Romance']"
JFK,1991-12-20,40000000,205405498,5.13513745,1991,"['Drama', 'Thriller', 'History']"
Big Momma's House 2,2006-01-26,40000000,138259062,3.45647655,2006,"['Comedy', 'Crime']"
The Mexican,2001-03-01,57000000,147845033,2.59377250877193,2001,"['Action', 'Comedy', 'Crime', 'Romance']"
17 Again,2009-03-11,20000000,136267476,6.8133738,2009,['Comedy']
The Other Woman,2014-04-16,40000000,196781193,4.919529825,2014,"['Comedy', 'Romance']"
The Final Destination,2009-08-26,40000000,186167139,4.654178475,2009,"['Horror', 'Mystery']"
Bridge of Spies,2015-10-15,40000000,165478348,4.1369587,2015,"['Thriller', 'Drama']"
Behind Enemy Lines,2001-11-17,40000000,91753202,2.29383005,2001,"['Action', 'Drama', 'Thriller', 'War']"
Get Him to the Greek,2010-06-04,40000000,90029656,2.2507414,2010,['Comedy']
Shall We Dance?,2004-10-15,50000000,170128460,3.4025692,2004,"['Drama', 'Romance', 'Comedy']"
Small Soldiers,1998-07-10,40000000,54682547,1.367063675,1998,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']"
Spawn,1997-07-31,40000000,87840042,2.19600105,1997,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
The Count of Monte Cristo,2002-01-23,35000000,75395048,2.1541442285714285,2002,"['Action', 'Adventure', 'Drama', 'Thriller']"
The Lincoln Lawyer,2011-03-17,40000000,85412898,2.13532245,2011,"['Crime', 'Drama', 'Thriller']"
Unknown,2011-02-16,30000000,130786397,4.359546566666666,2011,"['Action', 'Mystery', 'Thriller']"
The Prestige,2006-10-19,40000000,109676311,2.741907775,2006,"['Drama', 'Mystery', 'Thriller']"
Horrible Bosses 2,2014-11-26,42000000,107670357,2.5635799285714285,2014,['Comedy']
